name,country,codeforces_id,competitions,Codeforces_rating_2025,Codeforces_rating_2024,Codeforces_rating_2023,Codeforces_rating_2022,search_confidence_percent
Mariia Pichkur,Ukraine,maria.p,['RMI 2024 contest'],,1152,908,0,50.0
Radoslav Dimitrov,Bulgaria,radoslav11,['RMI 2024 contest'],,2422,2292,2391,100.0
Alexander Vladimirov,Bulgaria,VladimirVladimirov,['RMI 2024 contest'],,0,0,0,75.0
Andrii Novikov,Ukraine,novikov,['RMI 2024 contest'],,0,0,0,50.0
Andrei Beșu-Roca,Romania,andrei_boaca,['RMI 2024 contest'],,2699,2471,2175,75.0
Artem Bura,Ukraine,shmayzer,['RMI 2024 contest'],,1063,606,0,100.0
Ioana-Mihaela Pașca,Romania,Ioana,['RMI 2024 contest'],,0,0,0,50.0
Lovro Sambolec,Croatia,lovro,"['COCI 2024 CONTEST_#1_formal', 'COCI 2024 CONTEST_#3_formal', 'COCI 2024 CONTEST_#4_formal', 'COCI 2024 CONTEST_#5_formal', 'COCI 2025 CONTEST_#1_formal', 'COCI 2025 CONTEST_#2_formal', 'COCI 2025 CONTEST_#3_formal', 'COCI 2025 CONTEST_#4_formal', 'COCI 2025 CONTEST_#5_formal']",,0,0,0,75.0
Petar Peljušić,Croatia,PetarV,"['COCI 2024 CONTEST_#1_formal', 'COCI 2024 CONTEST_#2_formal', 'COCI 2024 CONTEST_#4_formal', 'COCI 2024 CONTEST_#5_formal', 'COCI 2025 CONTEST_#1_formal', 'COCI 2025 CONTEST_#2_formal', 'COCI 2025 CONTEST_#3_formal', 'COCI 2025 CONTEST_#4_formal', 'COCI 2025 CONTEST_#5_formal']",,0,0,0,50.0
Lovro Penavin,Croatia,lovro,"['COCI 2024 CONTEST_#1_formal', 'COCI 2024 CONTEST_#2_formal', 'COCI 2024 CONTEST_#3_formal', 'COCI 2024 CONTEST_#4_formal', 'COCI 2024 CONTEST_#5_formal', 'COCI 2025 CONTEST_#1_formal']",,0,0,0,75.0
Leonardo Starešinčić,Croatia,leonardosantoss,"['COCI 2024 CONTEST_#1_formal', 'COCI 2024 CONTEST_#2_formal', 'COCI 2024 CONTEST_#3_formal', 'COCI 2024 CONTEST_#4_formal', 'COCI 2024 CONTEST_#5_formal', 'COCI 2025 CONTEST_#1_formal', 'COCI 2025 CONTEST_#2_formal', 'COCI 2025 CONTEST_#3_formal', 'COCI 2025 CONTEST_#4_formal', 'COCI 2025 CONTEST_#5_formal']",,0,0,0,50.0
Andrija Mlinarić,Croatia,CroDoc,"['COCI 2024 CONTEST_#1_formal', 'COCI 2024 CONTEST_#2_formal', 'COCI 2024 CONTEST_#3_formal', 'COCI 2024 CONTEST_#4_formal', 'COCI 2024 CONTEST_#5_formal', 'COCI 2025 CONTEST_#1_formal', 'COCI 2025 CONTEST_#2_formal', 'COCI 2025 CONTEST_#3_formal', 'COCI 2025 CONTEST_#4_formal', 'COCI 2025 CONTEST_#5_formal']",,0,0,0,75.0
Luka Žišković,Croatia,lukadu,"['COCI 2024 CONTEST_#1_formal', 'COCI 2024 CONTEST_#2_formal', 'COCI 2024 CONTEST_#4_formal', 'COCI 2024 CONTEST_#5_formal', 'COCI 2025 CONTEST_#2_formal', 'COCI 2025 CONTEST_#3_formal', 'COCI 2025 CONTEST_#4_formal']",,1594,1594,1417,75.0
Gabriel Kos,Croatia,gkosthefinalboss7,"['COCI 2024 CONTEST_#1_formal', 'COCI 2024 CONTEST_#2_formal', 'COCI 2024 CONTEST_#3_formal', 'COCI 2024 CONTEST_#4_formal', 'COCI 2024 CONTEST_#5_formal', 'COCI 2025 CONTEST_#1_formal', 'COCI 2025 CONTEST_#2', 'COCI 2025 CONTEST_#2_formal', 'COCI 2025 CONTEST_#3_formal', 'COCI 2025 CONTEST_#4_formal', 'COCI 2025 CONTEST_#5_formal', 'EJOI 2025']",,1475,0,0,100.0
Stipe Bilić,Croatia,StipeB,['COCI 2024 CONTEST_#1_formal'],,0,1065,1065,100.0
Lukas Dučkić,Croatia,lucaski2,['COCI 2024 CONTEST_#1_formal'],,1370,0,0,25.0
Viktor Kraić,Croatia,victor_kzk,"['COCI 2024 CONTEST_#1_formal', 'COCI 2024 CONTEST_#2_formal', 'COCI 2024 CONTEST_#3_formal', 'COCI 2024 CONTEST_#4_formal', 'COCI 2024 CONTEST_#5_formal']",,0,0,0,25.0
Dorian Panić,Croatia,dorijanlendvaj,"['COCI 2024 CONTEST_#1_formal', 'COCI 2024 CONTEST_#2_formal', 'COCI 2024 CONTEST_#3_formal', 'COCI 2024 CONTEST_#4_formal', 'COCI 2024 CONTEST_#5_formal', 'COCI 2025 CONTEST_#1_formal', 'COCI 2025 CONTEST_#2_formal', 'COCI 2025 CONTEST_#3_formal', 'COCI 2025 CONTEST_#4_formal']",,3199,3204,3120,50.0
Matej Aščić,Croatia,MatesV13,"['COCI 2024 CONTEST_#1_formal', 'COCI 2024 CONTEST_#3_formal', 'COCI 2024 CONTEST_#4_formal', 'COCI 2025 CONTEST_#2_formal', 'COCI 2025 CONTEST_#3_formal', 'COCI 2025 CONTEST_#4_formal']",,0,0,0,75.0
Mihael Blatančić,Croatia,Mihaell,['COCI 2024 CONTEST_#1_formal'],,0,0,0,75.0
Roko Deur,Croatia,RokoLed,"['COCI 2024 CONTEST_#1_formal', 'COCI 2024 CONTEST_#2_formal']",,0,588,588,50.0
Niko Dobrić,Croatia,masa.dobric,"['COCI 2024 CONTEST_#1_formal', 'COCI 2024 CONTEST_#2_formal', 'COCI 2024 CONTEST_#3_formal']",,2019,1789,1625,50.0
Goran Grobenski,Croatia,Zuza,"['COCI 2024 CONTEST_#1_formal', 'COCI 2024 CONTEST_#2_formal', 'COCI 2025 CONTEST_#1_formal', 'COCI 2025 CONTEST_#2_formal']",,0,0,0,75.0
Zeta Hećimović Obradović,Croatia,zeta.hecimovic,"['COCI 2024 CONTEST_#1_formal', 'COCI 2024 CONTEST_#2_formal', 'COCI 2024 CONTEST_#3_formal', 'COCI 2024 CONTEST_#4_formal', 'COCI 2024 CONTEST_#5_formal', 'COCI 2025 CONTEST_#1_formal', 'COCI 2025 CONTEST_#2_formal', 'COCI 2025 CONTEST_#4_formal']",,1011,0,0,50.0
David Jutriša,Croatia,Juthyscode,"['COCI 2024 CONTEST_#1_formal', 'COCI 2024 CONTEST_#2_formal', 'COCI 2024 CONTEST_#3_formal', 'COCI 2024 CONTEST_#4_formal', 'COCI 2024 CONTEST_#5_formal', 'COCI 2025 CONTEST_#2_formal', 'COCI 2025 CONTEST_#4_formal', 'COCI 2025 CONTEST_#5_formal']",,816,360,0,50.0
Dora Maranić,Croatia,dorijanlendvaj,['COCI 2024 CONTEST_#1_formal'],,3199,3204,3120,50.0
Vigo Misir,Croatia,vito1036,"['COCI 2024 CONTEST_#1_formal', 'COCI 2024 CONTEST_#2_formal']",,2156,2266,2129,50.0
Mijo Novak,Croatia,novak,"['COCI 2024 CONTEST_#1_formal', 'COCI 2024 CONTEST_#2_formal', 'COCI 2024 CONTEST_#3_formal', 'COCI 2024 CONTEST_#4_formal', 'COCI 2024 CONTEST_#5_formal', 'COCI 2025 CONTEST_#1_formal', 'COCI 2025 CONTEST_#2_formal', 'COCI 2025 CONTEST_#3_formal', 'COCI 2025 CONTEST_#4_formal', 'COCI 2025 CONTEST_#5_formal']",,0,0,0,50.0
Dorian Patila,Croatia,dorijanlendvaj,"['COCI 2024 CONTEST_#1_formal', 'COCI 2024 CONTEST_#2_formal', 'COCI 2024 CONTEST_#3_formal', 'COCI 2024 CONTEST_#4_formal']",,3199,3204,3120,50.0
Marija Pečur,Croatia,maria.p,"['COCI 2024 CONTEST_#1_formal', 'COCI 2024 CONTEST_#3_formal', 'COCI 2024 CONTEST_#4_formal', 'COCI 2024 CONTEST_#5_formal', 'COCI 2025 CONTEST_#1_formal', 'COCI 2025 CONTEST_#2_formal', 'COCI 2025 CONTEST_#3_formal', 'COCI 2025 CONTEST_#4_formal', 'COCI 2025 CONTEST_#5_formal']",,1152,908,0,25.0
Elena Puhelek,Croatia,Paula-Elena,"['COCI 2024 CONTEST_#1_formal', 'COCI 2024 CONTEST_#2_formal', 'COCI 2025 CONTEST_#1_formal', 'COCI 2025 CONTEST_#2_formal', 'COCI 2025 CONTEST_#5_formal']",,0,0,0,25.0
Bartol Vižintin,Croatia,Bartol,"['COCI 2024 CONTEST_#1_formal', 'COCI 2024 CONTEST_#2_formal', 'COCI 2024 CONTEST_#3_formal', 'COCI 2024 CONTEST_#4_formal', 'COCI 2024 CONTEST_#5_formal']",,2125,2125,2119,75.0
Mate Šarić,Croatia,MatesV13,"['COCI 2024 CONTEST_#1_formal', 'COCI 2024 CONTEST_#2_formal', 'COCI 2024 CONTEST_#3_formal', 'COCI 2024 CONTEST_#4_formal', 'COCI 2024 CONTEST_#5_formal', 'COCI 2025 CONTEST_#1_formal', 'COCI 2025 CONTEST_#2_formal', 'COCI 2025 CONTEST_#3_formal', 'COCI 2025 CONTEST_#4_formal', 'COCI 2025 CONTEST_#5_formal']",,0,0,0,50.0
Luka Šoprek,Croatia,Luka__,['COCI 2024 CONTEST_#1_formal'],,1845,1656,0,75.0
Leon Klemše,Croatia,jurichhh8,"['COCI 2024 CONTEST_#1_formal', 'COCI 2024 CONTEST_#2_formal', 'COCI 2024 CONTEST_#3_formal', 'COCI 2024 CONTEST_#4_formal', 'COCI 2024 CONTEST_#5_formal', 'COCI 2025 CONTEST_#1_formal', 'COCI 2025 CONTEST_#2_formal', 'COCI 2025 CONTEST_#3_formal', 'COCI 2025 CONTEST_#4_formal', 'COCI 2025 CONTEST_#5_formal']",,0,2281,2281,75.0
Andrija Lastrić,Croatia,Andrija,"['COCI 2024 CONTEST_#1_formal', 'COCI 2024 CONTEST_#3_formal', 'COCI 2024 CONTEST_#4_formal', 'COCI 2025 CONTEST_#1_formal', 'COCI 2025 CONTEST_#2_formal']",,1874,1874,0,25.0
Borna Blank,Croatia,bornag,"['COCI 2024 CONTEST_#1_formal', 'COCI 2024 CONTEST_#3_formal', 'COCI 2024 CONTEST_#4_formal', 'COCI 2025 CONTEST_#1_formal', 'COCI 2025 CONTEST_#2_formal', 'COCI 2025 CONTEST_#3_formal']",,1663,407,0,75.0
Maksim Tall,Croatia,MaksimForces,['COCI 2024 CONTEST_#1_formal'],,1443,1124,388,50.0
Marko Šavorić,Croatia,Marko,"['COCI 2024 CONTEST_#1_formal', 'COCI 2024 CONTEST_#2_formal']",,1773,1667,1657,50.0
Zvan Milisavljević,Croatia,milisav,"['COCI 2024 CONTEST_#1_formal', 'COCI 2024 CONTEST_#2_formal', 'COCI 2024 CONTEST_#3_formal', 'COCI 2024 CONTEST_#4_formal', 'COCI 2024 CONTEST_#5_formal', 'COCI 2025 CONTEST_#2_formal']",,2599,2682,2637,50.0
Tea Buljan,Croatia,TEAs,"['COCI 2024 CONTEST_#1_formal', 'COCI 2024 CONTEST_#2_formal', 'COCI 2024 CONTEST_#3_formal', 'COCI 2025 CONTEST_#1_formal', 'COCI 2025 CONTEST_#3_formal', 'COCI 2025 CONTEST_#4_formal']",,1605,1605,0,25.0
Mlado Matej Karmelić,Croatia,MatesV13,"['COCI 2024 CONTEST_#1_formal', 'COCI 2025 CONTEST_#1_formal']",,0,0,0,75.0
Filip Kaselj,Croatia,Filip,['COCI 2024 CONTEST_#1_formal'],,0,0,0,50.0
Ema Kekez,Croatia,ema,"['COCI 2024 CONTEST_#1_formal', 'COCI 2025 CONTEST_#1_formal', 'COCI 2025 CONTEST_#3_formal']",,2039,2039,1984,75.0
Josip Loinjak,Croatia,kocijan,"['COCI 2024 CONTEST_#1_formal', 'COCI 2024 CONTEST_#2_formal', 'COCI 2024 CONTEST_#4_formal', 'COCI 2024 CONTEST_#5_formal']",,0,0,0,50.0
Sushil Raaja U,India,ujraaja,"['COCI 2024 CONTEST_#2', 'COCI 2024 CONTEST_#3', 'COCI 2024 CONTEST_#4']",,0,0,0,75.0
Mina Ragy,Egypt,MinaRagy06,"['COCI 2024 CONTEST_#2', 'COCI 2024 CONTEST_#3']",,2226,2106,1747,100.0
Paula Vidas,Croatia,paula,"['COCI 2024 CONTEST_#2', 'COCI 2024 CONTEST_#3', 'COCI 2024 CONTEST_#4']",,2374,2329,2400,100.0
AA BB,Antarctica,Vladithur,['COCI 2024 CONTEST_#2'],,2415,2346,2400,50.0
Quan Do,Viet Nam,quanmcvn,"['COCI 2024 CONTEST_#2', 'COCI 2025 CONTEST_#4', 'COCI 2025 CONTEST_#5']",,2173,2173,2145,50.0
AmirReza Dorosti,"Iran, Islamic Republic of",Dorost,"['IOI 2024', 'APIO 2024']",,2500,2571,2602,75.0
davit dzadzamia,Georgia,DzadzoD,"['COCI 2024 CONTEST_#2', 'COCI 2025 CONTEST_#2']",,1991,1914,1359,100.0
ilia khalaji,"Iran, Islamic Republic of",iliaaaaa,['COCI 2024 CONTEST_#2'],,2144,1908,1522,75.0
Nguyen Phong,Viet Nam,duyphong1204,['COCI 2024 CONTEST_#2'],,1393,1272,1279,75.0
Shayan Razavi,"Iran, Islamic Republic of",Shayan86,"['COCI 2024 CONTEST_#2', 'COCI 2024 CONTEST_#4']",,2240,2234,1830,75.0
Park Shinwook,"Korea, Republic of",IBory,['COCI 2024 CONTEST_#2'],,2426,2279,2208,75.0
Hamed Ghaffari,"Iran, Islamic Republic of",Hamed_Ghaffari,"['COCI 2024 CONTEST_#2', 'COCI 2024 CONTEST_#3', 'COCI 2024 CONTEST_#5', 'COCI 2025 CONTEST_#2', 'COCI 2025 CONTEST_#3', 'COCI 2025 CONTEST_#4', 'COCI 2025 CONTEST_#5']",,2557,2153,0,75.0
Leon Mamic,Croatia,mamke,['COCI 2024 CONTEST_#2'],,1495,1429,1405,100.0
Parham Masjedian,"Iran, Islamic Republic of",PMJ,['COCI 2024 CONTEST_#2'],,1983,1859,1365,75.0
Nour Wael,Egypt,NourWaelAli,"['COCI 2024 CONTEST_#2', 'APIO 2024']",,1682,1394,419,50.0
Mohammadsam Ansaripoor,"Iran, Islamic Republic of",mohammadsam,"['COCI 2024 CONTEST_#2', 'COCI 2024 CONTEST_#3', 'COCI 2025 CONTEST_#1', 'COCI 2025 CONTEST_#2', 'COCI 2025 CONTEST_#3', 'COCI 2025 CONTEST_#5']",,2235,1971,0,75.0
Parsa Fallahpour,"Iran, Islamic Republic of",ParsaF,['COCI 2024 CONTEST_#2'],,2138,2006,1607,75.0
kian nouri,"Iran, Islamic Republic of",Kiaaan,['COCI 2024 CONTEST_#2'],,1899,1799,1149,25.0
Arash yousefnezhad,"Iran, Islamic Republic of",arash.,['COCI 2024 CONTEST_#2'],,2277,1985,1447,75.0
Динмухаммед Талгат,Kazakhstan,Dinmukhammed-M-004-2027,['COCI 2024 CONTEST_#2'],,1618,1213,0,50.0
Radin Rahmani,"Iran, Islamic Republic of",RadRah,"['COCI 2024 CONTEST_#2', 'COCI 2024 CONTEST_#4']",,2134,1872,1642,75.0
Andrei Tanasescu,Romania,AndiR,['COCI 2024 CONTEST_#2'],,1862,1622,0,75.0
Elvin Imanli,Azerbaijan,ayi-bogan,"['COCI 2024 CONTEST_#2', 'COCI 2024 CONTEST_#3', 'COCI 2024 CONTEST_#4', 'COCI 2025 CONTEST_#1', 'COCI 2025 CONTEST_#2', 'APIO 2025', 'IOI 2025', 'IATI 2024 senior']",,913,913,947,50.0
mehrad fereyduni,"Iran, Islamic Republic of",Mehrad2,['COCI 2024 CONTEST_#2'],,1886,1633,1137,50.0
Hadi Takla,Syrian Arab Republic,TaklaOi,"['COCI 2024 CONTEST_#2', 'COCI 2024 CONTEST_#3', 'COCI 2024 CONTEST_#4']",,1735,1558,920,75.0
fufu fufu,Afghanistan,FUFUFUFU,['COCI 2024 CONTEST_#2'],,0,0,0,25.0
hi hi,Viet Nam,Nevir,['COCI 2024 CONTEST_#2'],,0,0,0,25.0
Parsa Jokar,"Iran, Islamic Republic of",ParsaS,"['COCI 2023 CONTEST_#2', 'COCI 2024 CONTEST_#2', 'OOI 2023 Qualification']",,2131,2321,2327,50.0
Dohoon Kim,"Korea, Republic of",KimDohoon,"['COCI 2024 CONTEST_#2', 'COCI 2025 CONTEST_#4', 'COCI 2025 CONTEST_#5']",,1949,1942,1831,75.0
Younis Dwai,Syrian Arab Republic,Younis_DY,"['COCI 2024 CONTEST_#2', 'COCI 2024 CONTEST_#3', 'COCI 2024 CONTEST_#4']",,1940,1696,1157,25.0
Anas Abi Al Futouh,Syrian Arab Republic,AnasAAF,"['COCI 2024 CONTEST_#2', 'COCI 2024 CONTEST_#3', 'COCI 2024 CONTEST_#4']",,1617,1625,1046,50.0
Heptagons OI,Egypt,Hexagons,"['COCI 2024 CONTEST_#2', 'COCI 2024 CONTEST_#3', 'COCI 2024 CONTEST_#4']",,2291,2112,1992,50.0
Daniel Priness,Israel,Daniel,"['COCI 2024 CONTEST_#2', 'COCI 2024 CONTEST_#3', 'COCI 2025 CONTEST_#1', 'COCI 2025 CONTEST_#5', 'APIO 2025', 'IATI 2024 junior']",,0,0,0,25.0
Sima Sandouk,Syrian Arab Republic,Miyano_Shiho,"['COCI 2024 CONTEST_#2', 'COCI 2024 CONTEST_#3', 'COCI 2024 CONTEST_#4']",,1574,1541,1286,75.0
Kaleem Raza,Pakistan,Kaleem_Raza_Syed,"['IOI 2024', 'JOI 2025 JOI_honsen', 'TOKI 2024', 'APIO 2024', 'OOI 2024 Qualification']",,2055,1827,1581,100.0
Mohamed Kachef,Egypt,Kachef,"['COCI 2024 CONTEST_#2', 'COCI 2024 CONTEST_#4', 'COCI 2025 CONTEST_#2', 'COCI 2025 CONTEST_#5']",,1789,1589,1140,100.0
Metin Kasım Gursoy,Turkey,prefix_sum,['COCI 2024 CONTEST_#2'],,1891,1617,0,25.0
Ahmed Emara,Egypt,3mara,"['COCI 2024 CONTEST_#2', 'APIO 2024']",,1905,1773,1445,100.0
zeyad lashean,Egypt,zordeno,['COCI 2024 CONTEST_#2'],,1450,1518,1539,100.0
Abdelrahman mohammed,Egypt,Abdelrahman_Mohammed,['COCI 2024 CONTEST_#2'],,0,0,0,100.0
Phares Mostafa,Egypt,SirPh,"['COCI 2024 CONTEST_#2', 'COCI 2024 CONTEST_#3']",,1836,1608,1515,100.0
Francis Rodriguez,Cuba,SN0WM4N,['COCI 2024 CONTEST_#2'],,1609,1562,1198,100.0
Faisal Saqib,Pakistan,Faisal-Saqib,"['COCI 2024 CONTEST_#2', 'COCI 2025 CONTEST_#1']",,1917,1870,1219,50.0
Iman Martini,Syrian Arab Republic,iman_MC,"['COCI 2024 CONTEST_#2', 'COCI 2024 CONTEST_#3']",,0,0,0,50.0
Ramtin Ghaderi,"Iran, Islamic Republic of",Ramtin510,['COCI 2024 CONTEST_#2'],,1615,1555,1309,75.0
armita alimardani,"Iran, Islamic Republic of",Armita.Alimardani,['COCI 2024 CONTEST_#2'],,1608,1536,1372,50.0
mohammadreza ashoori,"Iran, Islamic Republic of",ooscode,"['COCI 2024 CONTEST_#2', 'COCI 2024 CONTEST_#4']",,2289,1893,1469,75.0
MohammadAmin Shabani,"Iran, Islamic Republic of",Shaban,['COCI 2024 CONTEST_#2'],,1716,1543,752,50.0
DAUZHAN BEKETOV,Kazakhstan,BekzhanKassenov,"['COCI 2024 CONTEST_#2', 'COCI 2024 CONTEST_#3']",,0,0,0,50.0
Rok Lavric,Slovenia,Roka,"['COCI 2024 CONTEST_#2', 'COCI 2024 CONTEST_#3', 'COCI 2024 CONTEST_#4', 'COCI 2024 CONTEST_#5', 'COCI 2025 CONTEST_#1', 'COCI 2025 CONTEST_#2', 'COCI 2025 CONTEST_#3', 'COCI 2025 CONTEST_#4', 'COCI 2025 CONTEST_#5']",,0,0,0,25.0
Holota Tudor-Matei,Romania,TudorEL,['COCI 2024 CONTEST_#2'],,1091,781,0,100.0
Idan Al,Israel,_Israel_,['COCI 2024 CONTEST_#2'],,1425,1406,1249,25.0
Haidara Almakdid,Syrian Arab Republic,Haidora,"['COCI 2024 CONTEST_#2', 'COCI 2024 CONTEST_#3', 'COCI 2024 CONTEST_#4', 'COCI 2025 CONTEST_#1', 'COCI 2025 CONTEST_#3', 'COCI 2025 CONTEST_#4']",,1734,1591,1218,75.0
Ehsan Amirahmadi,"Iran, Islamic Republic of",Ehsan,['COCI 2024 CONTEST_#2'],,1746,1438,0,75.0
Mehrave Arefan,"Iran, Islamic Republic of",MehradJ,"['COCI 2024 CONTEST_#2', 'COCI 2024 CONTEST_#3', 'COCI 2024 CONTEST_#4']",,0,0,0,25.0
Saman Bahremand,"Iran, Islamic Republic of",sam86_b,['COCI 2024 CONTEST_#2'],,1752,1684,1379,100.0
Petar Banovic,Serbia,Pekiban,"['COCI 2024 CONTEST_#2', 'COCI 2025 CONTEST_#1']",,2182,1700,1301,50.0
Aitore Baptaev,Kazakhstan,aitore,['COCI 2024 CONTEST_#2'],,1443,1443,908,100.0
Dejan Bozhinovski,North Macedonia,dejandenib,"['COCI 2024 CONTEST_#2', 'COCI 2024 CONTEST_#3', 'COCI 2024 CONTEST_#4']",,1736,1682,0,100.0
Ardeshir Elahdadi,"Iran, Islamic Republic of",Ardelion,['COCI 2024 CONTEST_#2'],,1874,1499,0,50.0
Burloi Emil Andrei,Romania,AndreiCotor,"['COCI 2024 CONTEST_#2', 'COCI 2024 CONTEST_#3', 'COCI 2024 CONTEST_#4', 'COCI 2025 CONTEST_#3', 'COCI 2025 CONTEST_#4']",,0,0,0,50.0
Zahra Karami,"Iran, Islamic Republic of",GhaazCheroon,"['COCI 2024 CONTEST_#2', 'COCI 2024 CONTEST_#3', 'COCI 2024 CONTEST_#4']",,1609,1451,601,75.0
Muhammad Shah Khan,South Africa,mk_Shahriar,"['COCI 2024 CONTEST_#2', 'COCI 2024 CONTEST_#3', 'COCI 2024 CONTEST_#4']",,0,0,0,25.0
Rakhim Kharov,Kazakhstan,R_Elzhan,['COCI 2024 CONTEST_#2'],,0,0,0,50.0
Tiankuang Li,China,flpt0x,['COCI 2024 CONTEST_#2'],,0,0,0,50.0
Qazall Maleki,"Iran, Islamic Republic of",Qazall,['COCI 2024 CONTEST_#2'],,1937,1847,1076,75.0
Isa Meherremov,Azerbaijan,MahmudIsali,"['COCI 2024 CONTEST_#2', 'COCI 2024 CONTEST_#3', 'COCI 2024 CONTEST_#4']",,369,0,0,50.0
Muhammad Naufal Muzaki,Indonesia,GoldLight,['COCI 2024 CONTEST_#2'],,1641,1641,1267,75.0
Roger Pena Perez,Cuba,VIRUSGAMING,['COCI 2024 CONTEST_#2'],,1388,1318,973,75.0
Erik Senekal,South Africa,fsenekal,"['COCI 2024 CONTEST_#2', 'COCI 2024 CONTEST_#4', 'COCI 2025 CONTEST_#4']",,1643,1483,0,75.0
Daniil Tatarinov,Kazakhstan,tatar4onok,"['COCI 2024 CONTEST_#2', 'COCI 2024 CONTEST_#3', 'COCI 2024 CONTEST_#4']",,1587,1672,1536,75.0
Khoa Tri,Viet Nam,KhoaVN2008,['COCI 2024 CONTEST_#2'],,1727,0,0,25.0
Yian Xu,South Africa,yancey1989,"['COCI 2024 CONTEST_#2', 'COCI 2024 CONTEST_#3', 'COCI 2024 CONTEST_#4', 'COCI 2025 CONTEST_#1', 'COCI 2025 CONTEST_#4', 'COCI 2025 CONTEST_#5']",,0,0,0,50.0
xxxxx yyyyy,Afghanistan,Basit_AFG,"['COCI 2024 CONTEST_#2', 'COCI 2024 CONTEST_#4']",,0,570,570,50.0
mani zare,"Iran, Islamic Republic of",manizare,['COCI 2024 CONTEST_#2'],,2297,2297,2000,75.0
Sahar Fattahifar,"Iran, Islamic Republic of",S.Fattahifar,['COCI 2024 CONTEST_#2'],,1735,1625,1011,75.0
Emir Recep Kuzu,Turkey,E-rK,"['COCI 2024 CONTEST_#2', 'COCI 2025 CONTEST_#2']",,1620,1392,1167,50.0
Hugo Bruwer,South Africa,Hugo1729,"['COCI 2024 CONTEST_#2', 'COCI 2024 CONTEST_#3', 'COCI 2025 CONTEST_#1', 'COCI 2025 CONTEST_#5']",,1832,1497,0,100.0
Leyla Hajizada,Azerbaijan,Leyla,"['COCI 2024 CONTEST_#2', 'COCI 2024 CONTEST_#3', 'COCI 2024 CONTEST_#4', 'EGOI 2025']",,0,0,0,50.0
Amin Mammadov,Azerbaijan,Mamed0v,['COCI 2024 CONTEST_#2'],,1553,1468,0,100.0
Aliyyiakbar Shirinli,Azerbaijan,AkbarKING,"['COCI 2024 CONTEST_#2', 'COCI 2024 CONTEST_#3', 'COCI 2024 CONTEST_#5', 'COCI 2025 CONTEST_#1', 'COCI 2025 CONTEST_#2', 'COCI 2025 CONTEST_#3', 'COCI 2025 CONTEST_#4']",,0,0,0,100.0
Hussein alhussein,Syrian Arab Republic,M.Al-Hussein.96,"['COCI 2024 CONTEST_#2', 'COCI 2024 CONTEST_#3']",,0,0,0,25.0
vaniaa javadii,"Iran, Islamic Republic of",XVIIIIIIV,['COCI 2024 CONTEST_#2'],,0,0,0,25.0
Muhammedali Ahmadov,Azerbaijan,Ahmedov,"['COCI 2024 CONTEST_#2', 'COCI 2024 CONTEST_#4', 'COCI 2025 CONTEST_#1', 'COCI 2025 CONTEST_#2', 'IATI 2024 junior']",,0,0,0,25.0
Narges Alioghli,"Iran, Islamic Republic of",ArGeus,"['COCI 2024 CONTEST_#2', 'COCI 2024 CONTEST_#4']",,1490,1390,354,75.0
gvne gvne,Mongolia,gvne,['COCI 2024 CONTEST_#2'],,1170,1261,1201,50.0
Kerem Emre Guner,Turkey,terracottalite,['COCI 2024 CONTEST_#2'],,1736,1305,0,50.0
Ajda Heric,Slovenia,luka.heric,"['COCI 2024 CONTEST_#2', 'COCI 2024 CONTEST_#3', 'COCI 2024 CONTEST_#4', 'COCI 2025 CONTEST_#1', 'COCI 2025 CONTEST_#2', 'COCI 2025 CONTEST_#3', 'COCI 2025 CONTEST_#4', 'COCI 2025 CONTEST_#5', 'EGOI 2025']",,1959,1599,1326,75.0
Kimia Malekzadeh,"Iran, Islamic Republic of",kimmalek,"['COCI 2024 CONTEST_#2', 'COCI 2024 CONTEST_#3', 'COCI 2024 CONTEST_#4']",,1308,1203,368,75.0
Dalia Oliver,Cuba,MDario,['COCI 2024 CONTEST_#2'],,2310,2273,2330,50.0
Binh Phu Hoang,Viet Nam,nguyhoangphu,"['COCI 2024 CONTEST_#2', 'COCI 2025 CONTEST_#5']",,1559,0,0,25.0
Sana Khazaei,"Iran, Islamic Republic of",SanaKhazaei,"['COCI 2024 CONTEST_#2', 'COCI 2024 CONTEST_#3', 'COCI 2024 CONTEST_#4']",,999,1042,0,75.0
Bor Vodovnik,Slovenia,borbod,"['COCI 2024 CONTEST_#2', 'COCI 2024 CONTEST_#3', 'COCI 2024 CONTEST_#4', 'EJOI 2023', 'IOI 2025']",,0,0,0,25.0
Alex Alvarez,Cuba,AlexAlvarez,"['COCI 2024 CONTEST_#2', 'COCI 2024 CONTEST_#3', 'COCI 2025 CONTEST_#2', 'COCI 2025 CONTEST_#4']",,0,0,0,75.0
Hadi Baddour,Syrian Arab Republic,Basharbaddor1230,"['COCI 2024 CONTEST_#2', 'COCI 2024 CONTEST_#3']",,860,370,0,50.0
Mahdieh Haji Karim,"Iran, Islamic Republic of",Infinity._.,['COCI 2024 CONTEST_#2'],,1061,1054,0,50.0
mobina hashemi,"Iran, Islamic Republic of",hashemi,['COCI 2024 CONTEST_#2'],,374,0,0,50.0
mohammad javad,"Iran, Islamic Republic of",MJavad,['COCI 2024 CONTEST_#2'],,1676,1521,0,25.0
Dina Khamehchi,"Iran, Islamic Republic of",dina_khx,"['COCI 2024 CONTEST_#2', 'COCI 2024 CONTEST_#3', 'COCI 2024 CONTEST_#4']",,1138,1132,0,75.0
